,名称,类别,申报单位,保护单位
2249,布老虎（黎侯虎）,新增项目,山西省黎城县,黎城县人民文化馆
2250,建筑彩绘（白族民居彩绘）,新增项目,云南省大理市,大理市非物质文化遗产保护管理所
2251,建筑彩绘（陕北匠艺丹青）,新增项目,陕西省,榆林市公共文化服务中心（榆林市博物馆、榆林市图书馆、榆林市文化馆）
2252,建筑彩绘（炕围画）,新增项目,山西省襄垣县,襄垣县美术馆（襄垣县非物质文化遗产保护中心）
2253,建筑彩绘（传统地仗彩画）,扩展项目,辽宁省沈阳市,沈阳市泰然古建筑维修学校
2254,建筑彩绘（北京建筑彩绘）,扩展项目,北京市西城区,北京市园林古建工程有限公司
2255,建筑彩绘（中卫建筑彩绘）,扩展项目,宁夏回族自治区中卫市,宁夏艺轩古建筑工程有限公司
2256,棕编（新繁棕编）,新增项目,四川省成都市新都区,成都市新都区文化馆
2257,苗画,新增项目,湖南省保靖县,保靖县非物质文化遗产保护中心
2258,嘉兴灶头画,新增项目,浙江省嘉兴市,嘉兴市文化馆（嘉兴市非物质文化遗产保护中心）
2259,永春纸织画,新增项目,福建省永春县,永春县美术家协会
2260,平遥纱阁戏人,新增项目,山西省平遥县,平遥县文化和旅游发展中心
2261,清徐彩门楼,新增项目,山西省清徐县,清徐县文化旅游事业发展中心（清徐县文物保护中心、清徐县文化馆）
2262,上海绒绣,新增项目,上海市浦东新区,上海市浦东新区绒绣协会
2263,宁波金银彩绣,新增项目,浙江省宁波市鄞州区,宁波金银彩绣有限公司
2264,瑶族刺绣,新增项目,广东省乳源瑶族自治县,乳源瑶族自治县非物质文化遗产保护中心（乳源瑶族自治县民族文化研究中心）
2265,藏族编织、挑花刺绣工艺,新增项目,四川省阿坝藏族羌族自治州,阿坝藏族羌族自治州藏族传统编织挑花刺绣协会
2266,侗族刺绣,新增项目,贵州省锦屏县,锦屏县非物质文化遗产保护中心
2267,锡伯族刺绣,新增项目,新疆维吾尔自治区察布查尔锡伯自治县,察布查尔锡伯自治县文化馆
2268,宁波泥金彩漆,新增项目,浙江省宁海县,宁波东方艺术品有限公司
2269,京绣,新增项目,北京市房山区,北京京都绣娘手工艺品专业合作社
2270,京绣,新增项目,河北省定兴县,定兴县燕都刺绣工艺品制造有限公司
2271,京绣（北京补绣）,扩展项目,北京市朝阳区,北京工美集团有限责任公司
2272,布糊画,新增项目,河北省丰宁满族自治县,丰宁满族自治县非物质文化遗产保护中心
2273,抽纱（汕头抽纱）,新增项目,广东省汕头市,中国抽纱汕头进出口有限公司
2274,抽纱（潮州抽纱）,新增项目,广东省潮州市,潮州市抽纱公司
2275,水陆画,新增项目,河北省广平县,广平县文化馆
2276,毕摩绘画,新增项目,四川省美姑县,美姑县文化馆
2277,彩砂坛城绘制,新增项目,西藏自治区日喀则市,日喀则市扎什伦布寺管理委员会
2278,琥珀雕刻,新增项目,辽宁省抚顺市,抚顺琥珀泉艺术品有限公司
2279,传统玩具（郯城木旋玩具）,新增项目,山东省郯城县,郯城县文化馆
2280,蒙古文书法,新增项目,内蒙古自治区,内蒙古自治区艺术研究院（内蒙古自治区非物质文化遗产保护中心）
2281,满文、锡伯文书法,新增项目,新疆维吾尔自治区乌鲁木齐市,察布查尔锡伯自治县文化馆
2282,刻铜（杜氏刻铜）,新增项目,安徽省阜阳市,安徽杜氏刻铜艺术有限公司
2283,刻铜（饶阳刻铜）,扩展项目,河北省衡水市饶阳县,饶阳县文化馆
2284,刻铜（贵溪錾铜雕刻）,扩展项目,江西省鹰潭市贵溪市,江西中鼎金属工艺有限公司
2285,错金银,新增项目,福建省莆田市涵江区,华昌珠宝有限公司
2286,错金银,新增项目,新疆维吾尔自治区乌鲁木齐市天山区,乌鲁木齐市天山区文化馆
2287,赏石艺术,新增项目,中国观赏石协会,中国观赏石协会
2288,藤编（怀远藤编）,新增项目,四川省成都市崇州市,崇州市文化馆
2289,藤编（汉中藤编）,新增项目,陕西省汉中市南郑区,汉中市南郑区文化馆
2290,蒙古族唐卡（马鬃绕线堆绣唐卡）,新增项目,内蒙古自治区阿拉善盟阿拉善左旗,阿拉善左旗文化馆
2291,烙画（南阳烙画）,新增项目,河南省南阳市卧龙区,南阳市烙画厂
2292,毛绣（察哈尔毛绣）,新增项目,内蒙古自治区乌兰察布市察哈尔右翼后旗,察右后旗文化馆（美术馆）
2293,发绣（东台发绣）,新增项目,江苏省盐城市东台市,东台市发绣协会
2294,发绣（温州发绣）,新增项目,浙江省温州市鹿城区,温州市发绣研究所
2295,厦门珠绣,新增项目,福建省厦门市,厦门正人珠绣技艺传习所
2296,鲁绣,新增项目,山东省,山东省工艺美术协会
2297,彝族刺绣（凉山彝族刺绣）,新增项目,四川省凉山彝族自治州,凉山彝族自治州非物质文化遗产保护中心
2298,布依族刺绣,新增项目,贵州省黔西南布依族苗族自治州,黔西南州民族文化中心（黔西南州非物质文化遗产保护中心、黔西南州文物保护中心）
2299,藏族刺绣（贵南藏族刺绣）,新增项目,青海省海南藏族自治州贵南县,贵南县文化馆
2300,哈萨克族刺绣,新增项目,新疆维吾尔自治区昌吉回族自治州木垒哈萨克自治县,木垒哈萨克自治县文化馆
2301,水晶雕刻（东海水晶雕刻）,新增项目,江苏省连云港市东海县,江苏省水晶文化研究会
2302,瓷刻（大丰瓷刻）,新增项目,江苏省盐城市大丰区,盐城市大丰区瓷刻世家工艺厂
2303,竹根雕（象山竹根雕）,新增项目,浙江省宁波市象山县,象山德和根艺美术馆
2304,贝雕（北海贝雕）,新增项目,广西壮族自治区北海市,北海市恒兴珠宝有限责任公司
2305,骨角雕（合浦角雕）,新增项目,广西壮族自治区北海市合浦县,合浦金蝠角雕厂
2306,皮艺（蒙古族皮艺）,新增项目,内蒙古自治区呼和浩特市,呼和浩特市文化艺术研究院（呼和浩特市非物质文化遗产保护中心）
2307,宜兴紫砂陶制作技艺,新增项目,江苏省宜兴市,宜兴市陶瓷行业协会
2308,界首彩陶烧制技艺,新增项目,安徽省界首市,界首市文化馆
2309,石湾陶塑技艺,新增项目,广东省佛山市,佛山市禅城区博物馆（佛山市禅城区非物质文化遗产保护中心）
2310,黎族原始制陶技艺,新增项目,海南省昌江黎族自治县,昌江黎族自治县文化馆
2311,傣族慢轮制陶技艺,新增项目,云南省西双版纳傣族自治州,西双版纳傣族自治州文化馆
2312,维吾尔族模制法土陶烧制技艺,新增项目,新疆维吾尔自治区英吉沙县,英吉沙县文化馆
2313,维吾尔族模制法土陶烧制技艺,新增项目,新疆维吾尔自治区喀什市,喀什市文化馆
2314,维吾尔族模制法土陶烧制技艺,新增项目,新疆维吾尔自治区吐鲁番地区,新疆大漠土艺馆
2315,维吾尔族模制法土陶烧制技艺,扩展项目,新疆生产建设兵团,新疆生产建设兵团第三师图木舒克市文化体育广电和旅游局
2316,景德镇手工制瓷技艺,新增项目,江西省景德镇市,景德镇市手工制瓷技艺研究保护中心
2317,耀州窑陶瓷烧制技艺,新增项目,陕西省铜川市,铜川市陶瓷研究所
2318,龙泉青瓷烧制技艺,新增项目,浙江省龙泉市,龙泉市非物质文化遗产保护中心（市对外合作交流中心、龙泉青瓷文化传承生态保护区管理中心）
2319,磁州窑烧制技艺,新增项目,河北省峰峰矿区,邯郸市峰峰矿区文化馆
2320,德化瓷烧制技艺,新增项目,福建省德化县,德化县文化馆
2321,澄城尧头陶瓷烧制技艺,新增项目,陕西省澄城县,澄城县文化馆（澄城县非物质文化遗产保护中心）
2322,南京云锦木机妆花手工织造技艺,新增项目,江苏省南京市,南京云锦研究所有限公司
2323,南京云锦木机妆花手工织造技艺,扩展项目,江苏汉唐织锦科技有限公司,江苏汉唐织锦科技有限公司
2324,宋锦织造技艺,新增项目,江苏省苏州市,苏州丝绸博物馆
2325,苏州缂丝织造技艺,新增项目,江苏省苏州市,苏州王金山大师缂丝工作室有限公司
2326,蜀锦织造技艺,新增项目,四川省成都市,成都蜀锦织绣有限责任公司
2327,乌泥泾手工棉纺织技艺,新增项目,上海市徐汇区,上海市徐汇区华泾镇人民政府
2328,土家族织锦技艺,新增项目,湖南省湘西土家族苗族自治州,湘西土家族苗族自治州非物质文化遗产保护中心
2329,黎族传统纺染织绣技艺,新增项目,海南省五指山市,五指山市文化馆
2330,黎族传统纺染织绣技艺,新增项目,海南省白沙黎族自治县,海南省白沙黎族自治县文化馆
2331,黎族传统纺染织绣技艺,新增项目,海南省保亭黎族苗族自治县,保亭黎族苗族自治县文化馆
2332,黎族传统纺染织绣技艺,新增项目,海南省乐东黎族自治县,乐东黎族自治县文化馆
2333,黎族传统纺染织绣技艺,新增项目,海南省东方市,东方市文化馆
2334,壮族织锦技艺,新增项目,广西壮族自治区靖西县,靖西市文化馆
2335,藏族邦典、卡垫织造技艺,新增项目,西藏自治区山南地区,贡嘎县文化局（文物局）
2336,藏族邦典、卡垫织造技艺,新增项目,西藏自治区日喀则地区,江孜县文化和旅游局
2337,加牙藏族织毯技艺,新增项目,青海省湟中县,湟中县文化馆
2338,维吾尔族花毡、印花布织染技艺,新增项目,新疆维吾尔自治区吐鲁番地区,新疆大漠土艺馆
2339,花毡、印花布织染技艺,扩展项目,新疆维吾尔自治区且末县,且末县文化馆
2340,花毡、印花布织染技艺,扩展项目,新疆维吾尔自治区塔城地区,伊犁哈萨克自治州塔城地区非物质文化遗产保护研究中心
2341,花毡、印花布织染技艺,扩展项目,新疆维吾尔自治区英吉沙县,英吉沙县文化馆
2342,南通蓝印花布印染技艺,新增项目,江苏省南通市,南通蓝印花布艺术馆
2343,蓝印花布印染技艺,扩展项目,湖南省凤凰县,凤凰县非物质文化遗产保护中心
2344,蓝印花布印染技艺,扩展项目,湖南省邵阳县,邵阳县文化馆
2345,蓝印花布印染技艺 ,扩展项目,浙江省桐乡市 ,桐乡市文化馆（桐乡市非物质文化遗产保护中心、桐乡市子恺画院）
2346,苗族蜡染技艺,新增项目,贵州省丹寨县,丹寨县非物质文化遗产保护中心
2347,蜡染技艺,扩展项目,贵州省安顺市,安顺市文化馆（安顺市文化艺术培训中心）
2348,蜡染技艺（苗族蜡染技艺）,扩展项目,四川省珙县,珙县博物馆（珙县文物管理所，珙县非物质文化遗产保护中心）
2349,蜡染技艺（黄平蜡染技艺）,扩展项目,贵州省黄平县,黄平县非物质文化遗产保护中心
2350,蜡染技艺（织金苗族蜡染）,扩展项目,贵州省毕节市织金县,织金县文化馆
2351,白族扎染技艺,新增项目,云南省大理市,大理市非物质文化遗产保护管理所
2352,扎染技艺（自贡扎染技艺）,扩展项目,四川省自贡市,自贡市扎染工艺有限公司
2353,香山帮传统建筑营造技艺,新增项目,江苏省苏州市,苏州香山工坊建设投资发展有限公司
2354,客家土楼营造技艺,新增项目,福建省龙岩市,龙岩市永定区文化馆
2355,客家土楼营造技艺,扩展项目,福建省南靖县,南靖县非物质文化遗产保护传承展演中心
2356,客家土楼营造技艺,扩展项目,福建省华安县,福建省华安县文化馆
2357,客家民居营造技艺（赣南客家围屋营造技艺） ,扩展项目,江西省龙南县,江西省龙南县文化馆
2358,景德镇传统瓷窑作坊营造技艺,新增项目,江西省,景德镇市手工制瓷技艺研究保护中心
2359,侗族木构建筑营造技艺,新增项目,广西壮族自治区柳州市,柳州市群众艺术馆
2360,侗族木构建筑营造技艺,新增项目,广西壮族自治区三江侗族自治县,三江侗族自治县文化馆（三江侗族自治县非物质文化遗产保护与发展中心）
2361,侗族木构建筑营造技艺,扩展项目,贵州省黎平县,黎平县非物质文化遗产保护中心
2362,侗族木构建筑营造技艺,扩展项目,贵州省从江县,从江县非物质文化遗产保护中心
2363,侗族木构建筑营造技艺（通道侗族木构建筑营造技艺）,扩展项目,湖南省怀化市通道侗族自治县,通道侗族自治县文化遗产保护中心
2364,苗寨吊脚楼营造技艺,新增项目,贵州省雷山县,雷山县非物质文化遗产保护中心
2365,苏州御窑金砖制作技艺,新增项目,江苏省苏州市,苏州陆慕御窑金砖厂
2366,苗族芦笙制作技艺,新增项目,贵州省雷山县,雷山县非物质文化遗产保护中心
2367,苗族芦笙制作技艺,新增项目,云南省大关县,大关县文化馆
2368,玉屏箫笛制作技艺,新增项目,贵州省玉屏侗族自治县,玉屏侗族自治县文化馆（玉屏侗族自治县民族文化艺术团）
2369,阳城生铁冶铸技艺,新增项目,山西省阳城县,阳城县文化馆
2370,生铁冶铸技艺（干模铸造技艺）,扩展项目,河北省泊头市,泊头市文化馆
2371,生铁冶铸技艺 ,扩展项目,甘肃省永靖县 ,永靖县文化馆
2372,南京金箔锻制技艺,新增项目,江苏省南京市,南京金线金箔总厂
2373,龙泉宝剑锻制技艺,新增项目,浙江省龙泉市,龙泉市非物质文化遗产保护中心（市对外合作交流中心、龙泉青瓷文化传承生态保护区管理中心）
2374,宝剑锻制技艺（棠溪宝剑锻制技艺） ,扩展项目,河南省西平县 ,河南棠溪宝剑集团有限公司
